label,text,cleaned_text
neutral,Suomen Paikallissanomat Oy is part of Alma Media Group and it currently publishes 15 local newspapers across Finland .,suomen paikallissanomat oy part alma medium group current publish local newspap across finland
neutral,Talvivaara is listed on the London Stock Exchange Main Market and NASDAQ OMX Helsinki and is included in the FTSE 250 Index .,talvivaara list london stock exchang main market nasdaq omx helsinki includ ftse index
neutral,"Tecnotree 's convergent charging solution includes functionality for prepaid and post-paid billing , charging and rating of voice calls , video calls and raw data traffic for both mobile and fixed networks .",tecnotre converg charg solut includ function prepaid postpaid bill charg rate voic call video call raw data traffic mobil fix network
neutral,"Telecom has a foreign investment limit of 74 % , but it appears that mobile VAS does not , which means that Tecnomen can pick up as much as 96.6 % .",telecom foreign invest limit appear mobil va mean tecnomen pick much
neutral,Teleste BK Optiflex amplifier products will be used in ongoing capacity upgrade of KDG 's network to bi-directionality .,telest bk optiflex amplifi product use ongo capac upgrad kdg network bidirect
neutral,Teleste has some 30 offices worldwide and is listed on the Nordic Exchange in Helsinki .,telest offic worldwid list nordic exchang helsinki
neutral,Teleste was set up in 1954 and is divided into Broadband Cable Networks and Video Networks business areas .,telest set divid broadband cabl network video network busi area
neutral,"The 2500-passenger ferry will have dimensions of 185 m length overall , 170 m length between perpendiculars , 27.70 m breadth and 6.55 m design draught .",passeng ferri dimens length overal length perpendicular breadth design draught
neutral,"The acquisition does not have to be from the frozen foods or fish sector , as long as it has synergies with L+Ænnen Tehtaat 's other businesses .",acquisit frozen food fish sector long synergi lænnen tehtaat busi
neutral,The acquisition price was not disclosed .,acquisit price disclos
neutral,The aforementioned shareholders have informed that they will propose to the Annual General Meeting that the number of members of the Board of Directors shall be five and that besides the present members of the Board of Directors also Mr Lassi Noponen shall be elected to the Board of Directors .,aforement sharehold inform propos annual general meet number member board director shall five besid present member board director also mr lassi noponen shall elect board director
neutral,"The aim of the CEO 's Q&A sessions is to give further clarity on information , which has been made public already earlier .",aim ceo qa session give clariti inform made public alreadi earlier
neutral,The Board of Directors was authorized to decide on other terms of the share issue .,board director author decid term share issu
neutral,The bridge will be 1.2 km long and is located between Anasmotet by the road E20 and the new traffic junction in Marieholm by the road E45 .,bridg km long locat anasmotet road e new traffic junction marieholm road e
neutral,"The buildings , with about 40 condominiums each , will be built in 4 or 5 stages .",build condominium built stage
neutral,"The business area has operations in Finland , Sweden , Denmark , Estonia , Latvia and Lithuania .",busi area oper finland sweden denmark estonia latvia lithuania
neutral,"The buyer is real estate owner Propertos Oy , but the companies have agreed not to disclose financial details of the deal .",buyer real estat owner properto oy compani agre disclos financi detail deal
neutral,The capital structure of Solidium may be complemented by other financial instruments in the future .,capit structur solidium may complement financi instrument futur
neutral,The category was marked by maturity and the recession .,categori mark matur recess
neutral,The chain is to unite 45-50 centres by the end of 2008 .,chain unit centr end
neutral,The company has some 410 employees and an annual turnover of EUR65 .4 m. Vaahto Group is listed on the Nordic Exchange in Helsinki .,compani employe annual turnov eur vaahto group list nordic exchang helsinki
neutral,"The company is also seeking possibilities to relocate the Luumaki personnel , some 50 people , to other UPM mills .",compani also seek possibl reloc luumaki personnel peopl upm mill
neutral,"The company offers payroll services , including payroll processing , payroll tax administration , and employee pay services , including direct deposit , check signing , and Readychex .",compani offer payrol servic includ payrol process payrol tax administr employe pay servic includ direct deposit check sign readychex
neutral,"The company operates its business through two reportable segments , including Banking and Investment Services , and Non-Life Insurance .",compani oper busi two report segment includ bank invest servic nonlif insur
neutral,The company 's board of directors has proposed a dividend of EUR0 .12 per share for 2006 .,compani board director propos dividend eur per share
neutral,The company 's board of directors will propose a dividend of EUR 0.14 for 2008 at the annual general meeting .,compani board director propos dividend eur annual general meet
neutral,"The company 's plant in Russia will continue to make tyres for its near markets , while the plant in Nokia in Finland will manufacture tyres for other markets .",compani plant russia continu make tyre near market plant nokia finland manufactur tyre market
neutral,The company 's share is listed in the Mid Cap segment of the NASDAQ OMX Helsinki .,compani share list mid cap segment nasdaq omx helsinki
neutral,The company 's share is quoted on NASDAQ OMX Helsinki Rautaruukki Oyj : RTRKS .,compani share quot nasdaq omx helsinki rautaruukki oyj rtrks
neutral,"The company 's US subsidiary Vaisala Inc. acquires Aviation Systems Maintenance , Inc ASMI , a Kansas , U.S. based airport service company with over 2.6 million USD net sales in 2008 .",compani u subsidiari vaisala inc acquir aviat system mainten inc asmi kansa u base airport servic compani million usd net sale
positive,The company said that it has started to investigate streamlining its operations in order to meet the tightening competition on the mobile phone charger market .,compani said start investig streamlin oper order meet tighten competit mobil phone charger market
neutral,The company then said it will focus its resources on clinical research .,compani said focus resourc clinic research
neutral,The Company turnover amounted to MEUR 27.9 in 2007 .,compani turnov amount meur
neutral,The company website is www.ahlstrom.com .,compani websit wwwahlstromcom
neutral,The company will be part of Teleste 's Video and Broadband Solutions business area .,compani part telest video broadband solut busi area
neutral,"The company will publish its financial statement for 2008 on February 25 , 2009 .",compani publish financi statement februari
neutral,The company will release its 2010 results on 11 February 2011 .,compani releas result februari
neutral,"The company will use the money for product development and research activities through 2013 in its key markets Finland , Germany , Italy and France .",compani use money product develop research activ key market finland germani itali franc
neutral,The continued operations mean the structure after the restructuring of the Aspocomp group including Aspocomp Oulu and the headquarter operations .,continu oper mean structur restructur aspocomp group includ aspocomp oulu headquart oper
neutral,"The contract covers turnkey deliveries to all five airports operated by the authority -- John F Kennedy , LaGuardia , Newark , Teterboro and Stewart International .",contract cover turnkey deliveri five airport oper author john f kennedi laguardia newark teterboro stewart intern
neutral,The contract includes heating plant equipment and associated installation work .,contract includ heat plant equip associ instal work
neutral,The contract involves refurbishing the bathrooms of 189 units as well as re-plumbing their water and sewer pipes .,contract involv refurbish bathroom unit well replumb water sewer pipe
neutral,The contracts comprise turnkey orders for RoRo systems for two RoRo-cruise vessels under construction for Viking Line and Tallink .,contract compris turnkey order roro system two rorocruis vessel construct vike line tallink
neutral,"The cost of the deal could range from 70 million to 90 million euros depending on the financial results of the two companies in 2008 , the statement says .",cost deal could rang million million euro depend financi result two compani statement say
neutral,The cranes would be installed onboard two freighters ordered by Singaporean ship owner Masterbulk .,crane would instal onboard two freighter order singaporean ship owner masterbulk
neutral,The customers will have an access to integrated propeller and gear packages from one source .,custom access integr propel gear packag one sourc
neutral,The deal is subject to approval by the Norwegian competition authorities .,deal subject approv norwegian competit author
neutral,The deal means that ten persons in three countries will transfer to Tieto .,deal mean ten person three countri transfer tieto
neutral,The deal will have no significant effect on the acquiring company 's equity ratio .,deal signific effect acquir compani equiti ratio
neutral,The deliveries are scheduled for the summer and autumn of 2008 .,deliveri schedul summer autumn
neutral,"The development of the technological park , which will specialize in telecommunications and information technologies , is part of the state program for the formation of technoparks for hi-tech sectors in Russia .",develop technolog park special telecommun inform technolog part state program format technopark hitech sector russia
neutral,"The e-commerce site and flagship will be managed by Marimekko North America Retail LLC , a subsidiary established in the U.S. last year .",ecommerc site flagship manag marimekko north america retail llc subsidiari establish u last year
neutral,"The final price will be specified by 14 May 2010 , the acquiring company said .",final price specifi may acquir compani said
neutral,"The Finland-based company says it will move into an existing 260,000-square-foot facility in September .",finlandbas compani say move exist squarefoot facil septemb
neutral,"The Finnish business delegation includes representatives from over 20 companies that include Nokia Corp , Finnfund , Outokumpu Oyj , OKO Bank , Alteams Oy and Cargotec Corp. .",finnish busi deleg includ repres compani includ nokia corp finnfund outokumpu oyj oko bank alteam oy cargotec corp
neutral,"The Finnish company is building a 800,000 mt-year biodiesel plant in Singapore .",finnish compani build mtyear biodiesel plant singapor
neutral,"The firm 's UK head office is in Rugby Road , Lutterworth .",firm uk head offic rugbi road lutterworth
neutral,The first group of customers to be trained will be paint-shop owners and their assistants .,first group custom train paintshop owner assist
neutral,The first stage of the contract covers 133 stores and 600 cash registers .,first stage contract cover store cash regist
neutral,"The fish content of the nuggets is 85 % , and the fish comes from Canada and Finland .",fish content nugget fish come canada finland
neutral,The following information was released by Comptel : Tomorrow the Chairman of the Federal Communications Commission is scheduled to deliver the National Broadband Plan to Congress .,follow inform releas comptel tomorrow chairman feder communic commiss schedul deliv nation broadband plan congress
neutral,The front surfaces of these valve plates are directed towards each other .,front surfac valv plate direct toward
neutral,The ground barleycorn has been fully produced in Finland and will be available in stores as of the beginning of 2010 .,ground barleycorn fulli produc finland avail store begin
neutral,The implementation of the deal is subject to the approval by the Finnish Competition Authority .,implement deal subject approv finnish competit author
neutral,"The inaugural speech will be given by Hannu Kyrolainen , Finland 's Ambassador to the Czech Republic .",inaugur speech given hannu kyrolainen finland ambassador czech republ
neutral,The increase range will vary up to 10 % .,increas rang vari
neutral,The initial estimated total value was 1744900 EUR and the final award value was 1744900 EUR .,initi estim total valu eur final award valu eur
neutral,"The Internal Revenue Service sees about 20 percent of all taxpayers wait until the last two weeks to file , with about 40 million returns filed in April .",intern revenu servic see percent taxpay wait last two week file million return file april
neutral,"The latest date for registration is on 4 April , 2006 .",latest date registr april
negative,The lay-offs will affect 240 people out of the total 320 Okmetic employees in Finland .,layoff affect peopl total okmet employe finland
neutral,The Line 4 will run fully underground and will comprise 10 stations which will be executed in two implementation stages .,line run fulli underground compris station execut two implement stage
negative,The majority of the company 's personnel in Finland is temporarily laid off from one to six weeks in the period from February to June 2009 period .,major compani personnel finland temporarili laid one six week period februari june period
neutral,"The mall will be financed on a parity basis by Pearl Plaza LLC , the joint venture company established by the Chinese investor Shanghai Industrial Investment Holdings Co Ltd , and SRV Group .",mall financ pariti basi pearl plaza llc joint ventur compani establish chine investor shanghai industri invest hold co ltd srv group
neutral,"The maximum amount of the capital loan will be EUR30m and the minimum subscription -- EUR10 ,000 .",maximum amount capit loan eurm minimum subscript eur
neutral,The maximum number of new shares to be offered is 22 million .,maximum number new share offer million
neutral,The measures taken will cause one-time costs during the final part of 2006 .,measur taken caus onetim cost final part
neutral,"The mill will have capacity to produce 500,000 tonnes of pulp per year .",mill capac produc tonn pulp per year
neutral,"The money will be spread mainly over 2011 and 2012 , the company said .",money spread main compani said
neutral,"The natural source of isoprene is the tree species Hevea brasiliensis , also known as the rubber tree .",natur sourc isopren tree speci hevea brasiliensi also known rubber tree
neutral,The new activity will incur an investment of about 5 MEUR .,new activ incur invest meur
neutral,"The new company will likely hold an IPO on the NYSE or another international stock exchange , according to Altimo which manages the Alfa Group 's telecommunications assets and TeliaSonera 's agreement , which has been published on the website of the U.S. Securities and Exchange Commission .",new compani like hold ipo nyse anoth intern stock exchang accord altimo manag alfa group telecommun asset teliasonera agreement publish websit u secur exchang commiss
neutral,"The new majority owners of Aspocomp Thailand Co. , Ltd are certain private persons belonging to immediate circle of Aspocomp 's present Joint Venture partner , Saha Pathana Inter-Holding Plc. .",new major owner aspocomp thailand co ltd certain privat person belong immedi circl aspocomp present joint ventur partner saha pathana interhold plc
neutral,The new organization consists of two business units : Charging & Messaging and Finance & Administration .,new organ consist two busi unit charg messag financ administr
neutral,The new SEPA cads will replace Finnish bank cards .,new sepa cad replac finnish bank card
neutral,"The order comprises all production lines for a plywood mill , company said in a statement received by Lesprom Network .",order compris product line plywood mill compani said statement receiv lesprom network
neutral,"The order comprises four ball mills , which will be organized in two different streams for treating ore in the Pilanesberg platinum mine .",order compris four ball mill organ two differ stream treat ore pilanesberg platinum mine
neutral,"The order includes a new Crecent former , headbox , and reel .",order includ new crecent former headbox reel
neutral,The output of the contracts totals 72 MWe .,output contract total mwe
neutral,"The parties have agreed not to disclose the price of the deal , the group said in a press release .",parti agre disclos price deal group said press releas
neutral,The parties have agreed not to disclose the transaction value .,parti agre disclos transact valu
neutral,"The payment date is March 25 , 2010 .",payment date march
neutral,The plans will result in the introduction of new and highly specialized manufacturing methods and also entail changes to personnel at the facility .,plan result introduct new high special manufactur method also entail chang personnel facil
neutral,"The platform is based built on Intel s second-generation MID platform , called Moorestown .",platform base built intel secondgener mid platform call moorestown
neutral,"The price of the 10,000 kroon par value bonds was 9663,51 kroons in the primary issue .",price kroon par valu bond kroon primari issu
neutral,The proposal by the Board of Directors on the issuance of option rights will otherwise correspond to the proposal by the Board of Directors in the Notice to the General Meeting .,propos board director issuanc option right otherwis correspond propos board director notic general meet
neutral,The purchase sum is about EUR 10mn US$ 12.97 mn .,purchas sum eur mn u mn
neutral,"The recruitment is related to the relocation of Stora Enso 's research operations to Karlstad , central Sweden .",recruit relat reloc stora enso research oper karlstad central sweden
neutral,The Remote Radio head module will be available at 4W power for 2.5 GHz and 3.5 GHz TDD frequency bands .,remot radio head modul avail w power ghz ghz tdd frequenc band
neutral,"The report examines the medical equipment business structure and operations , history and products , and provides an analysis of its key medical equipment revenue lines .",report examin medic equip busi structur oper histori product provid analysi key medic equip revenu line
neutral,The restructuring measures will not affect the production of packaging printing material .,restructur measur affect product packag print materi
neutral,"The sale , comprising the margarine business in Finland and Poland , follows the approval of the Polish competition authorities earlier in October .",sale compris margarin busi finland poland follow approv polish competit author earlier octob
neutral,"The sale of Savcor FACE to Cencorp will result in a profit or loss which can not yet be determined , owing to factors including the valuation of the consideration shares to be received and prevailing exchange rates .",sale savcor face cencorp result profit loss yet determin owe factor includ valuat consider share receiv prevail exchang rate
neutral,"The sale will be finalized in September or October , the company said .",sale final septemb octob compani said
neutral,"The share capital of Alma Media Corporation business ID 1944757-4 is EUR 44,767,513.80 and it is divided into 74,612,523 shares .",share capit alma medium corpor busi id eur divid share
neutral,"The shares subscribed for under the stock options were registered in the Trade Register on 20 January 2011 , as of which date the new shares will establish shareholder rights .",share subscrib stock option regist trade regist januari date new share establish sharehold right
neutral,"The ship cranes , which will be manufactured by MacGREGOR 's partner plants in China , will be delivered between 2008-2010 for vessels ordered by Chinese COSCO , German Peter Dohle and Hong Kong based Cido Shipping .",ship crane manufactur macgregor partner plant china deliv vessel order chine cosco german peter dohl hong kong base cido ship
neutral,The ship unloader is totally enclosed along the entire conveying line to the storage facilities .,ship unload total enclos along entir convey line storag facil
neutral,The site will cover over six hectares .,site cover six hectar
neutral,"The study was not designed to enable formal statistical evaluation of therapeutic activity , the company said .",studi design enabl formal statist evalu therapeut activ compani said
neutral,The transaction will take place without payment of merger consideration .,transact take place without payment merger consider
neutral,The unit is planned to be operational during the second half of 2007 and in full stream in 2008 .,unit plan oper second half full stream
neutral,"The wireless industry is bracing itself for the iPhone , which will launch on June 29 .",wireless industri brace iphon launch june
neutral,Their offering also covers localisation services related to production transfer to the Finnish company 's customers that already have production in Asian market or have made the decision to transfer production there .,offer also cover localis servic relat product transfer finnish compani custom alreadi product asian market made decis transfer product
neutral,"There are currently some ten shops selling Tikkurila 's paints in Kazakhstan , and more shops will be opened continuously .",current ten shop sell tikkurila paint kazakhstan shop open continu
neutral,"There have been 15 initial public offerings announced in Sweden this year , compared with two during the same period a year earlier , Bloomberg data shows .",initi public offer announc sweden year compar two period year earlier bloomberg data show
neutral,They both will report to Oriola-KD 's chief executive officer Eero Hautaniemi .,report oriolakd chief execut offic eero hautaniemi
neutral,This is the company 's first contract abroad .,compani first contract abroad
neutral,This release is not an offer of securities for sale into the United States or elsewhere .,releas offer secur sale unit state elsewher
neutral,This solution is an extension to the existing online mediation solution delivered earlier by Comptel and IBM .,solut extens exist onlin mediat solut deliv earlier comptel ibm
neutral,"Through its partnership with Finnish Paulig 's Danish subsidiary Oscar , Puljonki acquired a sales organization in the European market .",partnership finnish paulig danish subsidiari oscar puljonki acquir sale organ european market
neutral,"Tieto in Latvia is represented by IT services companies TietoEnator Alise and TietoEnator , which has operations in the industries of Financial Services Cards , Retail and Logistics and IT Outsourcing and Managed Services .",tieto latvia repres servic compani tietoen ali tietoen oper industri financi servic card retail logist outsourc manag servic
neutral,"Together with Latvia , Cramo will operate 54 rental outlets in the Baltic States .",togeth latvia cramo oper rental outlet baltic state
neutral,Two other sites will be included later on .,two site includ later
neutral,"Under a preliminary estimation , the technology park will measure about 50,000 square meters .",preliminari estim technolog park measur squar meter
neutral,"Under the changes envisaged , HK Ruokatalo would reduce its number of industrial places of business in Finland from eight to six .",chang envisag hk ruokatalo would reduc number industri place busi finland eight six
neutral,Upon completion of the sale Proha would get some USD12 .7 m for its stake in Artemis .,upon complet sale proha would get usd stake artemi
neutral,W+Ærtsil+Æ 's aim is to serve the rapidly growing number of vessels and increasing marine activity in the Barents Sea region .,wærtsilæ aim serv rapid grow number vessel increas marin activ barent sea region
neutral,Valga Lihatoostus markets its products under the Maks & Moorits trademark .,valga lihatoostus market product mak moorit trademark
neutral,"We know that it exists , '' Artemyev said .",know exist artemyev said
neutral,We offer our customers solutions based on renewable raw materials .,offer custom solut base renew raw materi
neutral,"When dialing in , the participants should quote 877417 as conference ID .",dial particip quot confer id
neutral,Work on the assignment has already started and is due for completion in spring 2011 .,work assign alreadi start due complet spring
neutral,"Yesterday , Legrand issued its E300 million fixed rate deal maturing 2017 .",yesterday legrand issu e million fix rate deal matur
neutral,Yvonne Jones is owner of Chameleon Interiors .,yvonn jone owner chameleon interior
neutral,ZAO YIT Moskovia builds housing in Moscow and its surrounding cities .,zao yit moskovia build hous moscow surround citi
neutral,"BAWAG - Is to issue a benchmark , covered deal .",bawag issu benchmark cover deal
neutral,"JVC will stop producing DVD players in Brazil : JVC do Brazil , a subsidiary of Japan 's JVC group announced it will stop the production of DVD players in Brazil .",jvc stop produc dvd player brazil jvc brazil subsidiari japan jvc group announc stop product dvd player brazil
neutral,"Swedbank Hypotek - Is to issue a benchmark , fixed rate covered deal in Euros , maturing January 2010 .",swedbank hypotek issu benchmark fix rate cover deal euro matur januari
neutral,"Argentine agricultural export company Calafate has tapped compatriot firm Finnegans for a software solution , the latter company said in a statement .",argentin agricultur export compani calaf tap compatriot firm finnegan softwar solut latter compani said statement
neutral,"Finnish printed circuit boards ( PCBs ) maker Aspocomp Group Oyj said on December 4 , 2006 it named Henry Gilchrist senior vice president of the group 's Asian operations , as of January 8 , 2007 .",finnish print circuit board pcbs maker aspocomp group oyj said decemb name henri gilchrist senior vice presid group asian oper januari
neutral,` Nordic infrastructure construction is one of our strategic growth areas .,nordic infrastructur construct one strateg growth area
neutral,` Pulp and paper industries are growing in countries like China and Russia .,pulp paper industri grow countri like china russia
neutral,"` Sanoma is a buyer not a target , ' he said .",sanoma buyer target said
neutral,"`` After the transaction , Tikkurila has no powder coatings-related operations , '' the company said .",transact tikkurila powder coatingsrel oper compani said
neutral,"`` If you need malware removal tools , type the URL of your vendor of choice directly into the browser bar and use links on their website , '' wrote Trend Micro 's Rik Ferguson on Monday .",need malwar remov tool type url vendor choic direct browser bar use link websit wrote trend micro rik ferguson monday
neutral,`` It wo n't happen overnight .,wo nt happen overnight
neutral,`` Printed fabrics and related design expertise have always been the core of Marimekko 's business and brand .,print fabric relat design expertis alway core marimekko busi brand
neutral,`` Serving customers locally is one of the cornerstones of customer focus for us .,serv custom local one cornerston custom focus u
neutral,"`` We have become convinced that we can do that very quickly , '' he told Finnish business reporters .",becom convinc quick told finnish busi report
neutral,"+_lemiste City is the environment for a knowledge-based economy providing work for 3,300 people with the total turnover of its companies amounting to EEK 5.4 bn , '' said +_lo P+Ærnits , chairman of the supervisory board of +_lemiste City and Mainor .",_lemist citi environ knowledgebas economi provid work peopl total turnov compani amount eek bn said _lo pærnit chairman supervisori board _lemist citi mainor
neutral,"19 May 2010 - Finnish company Lemminkainen Oyj ( HEL : LEM1S ) said today that it will construct an office building at Toolonlahti in downtown Helsinki , without disclosing financial details .",may finnish compani lemminkainen oyj hel lem said today construct offic build toolonlahti downtown helsinki without disclos financi detail
neutral,25 November 2010 - Finnish paints and coatings company Tikkurila Oyj ( HEL : TIK1V ) said today that Finnish state-owned investment company Solidium Oy sold its 14.7 % stake in the company for a total of EUR98m .,novemb finnish paint coat compani tikkurila oyj hel tikv said today finnish stateown invest compani solidium oy sold stake compani total eurm
neutral,26 January 2011 - Finnish software solutions provider Basware ( HEL : BAS1V ) said yesterday it adjusted its strategy and goals for the next four years with focus on international growth mainly via acquisitions .,januari finnish softwar solut provid baswar hel basv said yesterday adjust strategi goal next four year focus intern growth main via acquisit
neutral,26 November 2010 - Finnish sports-equipment maker Amer Sports Oyj ( HEL : AMEAS ) said today it has obtained a EUR30m Schuldschein note loan from a pool of international investors .,novemb finnish sportsequip maker amer sport oyj hel amea said today obtain eurm schuldschein note loan pool intern investor
neutral,"3 January 2011 - Scandinavian lenders Sampo Bank ( HEL : SAMAS ) , Pohjola Bank ( HEL : POH1S ) and Svenska Handelsbanken ( STO : SHB A ) have provided a EUR160m ( USD213m ) line of credit to Lemminkainen Oyj ( HEL : LEM1S ) , the Finnish construction firm said on Friday .",januari scandinavian lender sampo bank hel sama pohjola bank hel poh svenska handelsbanken sto shb provid eurm usdm line credit lemminkainen oyj hel lem finnish construct firm said friday
negative,55 workers in +_m+_l will be affected by the close-down .,worker _m_l affect closedown
neutral,"A coker crane will be supplied to Tesoro Corporation 's Golden Eagle Refinery in Martinez , California , while a similar crane will be delivered to BP 's Castell refinery in Spain .",coker crane suppli tesoro corpor golden eagl refineri martinez california similar crane deliv bp castel refineri spain
neutral,A few employees would remain at the Oulu plant in support functions for other group units .,employe would remain oulu plant support function group unit
neutral,A huge issue for us is the button placement .,huge issu u button placement
neutral,A merger between UPM and Finnish-Swedish Stora Enso is not likely either .,merger upm finnishswedish stora enso like either
neutral,A paper mill in the central Maine town of Madison soon will have a new owner .,paper mill central main town madison soon new owner
neutral,A total 30 % of the order value was booked in the fourth quarter of 2009 and the remainder will be booked in the second quarter of 2010 .,total order valu book fourth quarter remaind book second quarter
neutral,"A total of 131000 Talvivaara Mining Company Plc 's new shares were subscribed for during the period between May 1 , 2010 and June 30 , 2010 under the company 's stock option rights 2007A .",total talvivaara mine compani plc new share subscrib period may june compani stock option right
neutral,"A total of 38,244 new Citycon shares with a nominal value of EUR 1.35 per share were subscribed on 19 April exercising the A-B-C options based on the company 's stock option plan 1999 .",total new citycon share nomin valu eur per share subscrib april exercis abc option base compani stock option plan
neutral,"A total of 750,330 new Citycon shares with a nominal value of EUR 1.35 per share were subscribed in December exercising the A-B-C options based on the company 's stock option plan 1999 .",total new citycon share nomin valu eur per share subscrib decemb exercis abc option base compani stock option plan
neutral,"ABN Amro Capital has agreed to sell its Helsinki-based designer homeware producer , Iittala Oyj , to crosstown consumer products group Fiskars Corp. , for EUR230 million to EUR235 million ( $ 310 million to $ 316 million ) .",abn amro capit agre sell helsinkibas design homewar produc iittala oyj crosstown consum product group fiskar corp eur million eur million million million
neutral,"According to preliminary information by the Finnish Forest Industries Federation , imports of roundwood to Finland increased to about 20 million m3 in 2005 , representing an increase of 15 % from 2004 .",accord preliminari inform finnish forest industri feder import roundwood finland increas million repres increas
negative,Finland-based Stockmann Group has closed seven franchising sports stores Nike in Russia .,finlandbas stockmann group close seven franchis sport store nike russia
neutral,"Finnish AC drives manufacturer Vacon is acquiring the AC drives business of TB Wood 's , part of the US group Altra Holdings .",finnish ac drive manufactur vacon acquir ac drive busi tb wood part u group altra hold
neutral,Finnish beverage company Olvi is one of the last listed companies in Finland that has not yet published its financial result for the second quarter of 2009 .,finnish beverag compani olvi one last list compani finland yet publish financi result second quarter
neutral,Finnish department store group Stockmann is planning to acquire about EUR 141mn through a directed issue and a rights offering .,finnish depart store group stockmann plan acquir eur mn direct issu right offer
neutral,"Finnish Kemira Group 's CEO , Lasse Kurkilahti , says the Group 's structural reorganisation will continue for at least a year .",finnish kemira group ceo lass kurkilahti say group structur reorganis continu least year
neutral,Finnish power company Fortum reports 89 % of its electricity was generated without carbon dioxide emissions in 2007 .,finnish power compani fortum report electr generat without carbon dioxid emiss
neutral,Finnish Rautaruukki 's engineering division Ruukki Engineering will re-organise its operations in the Mo i Rana plant in Norway .,finnish rautaruukki engin divis ruukki engin reorganis oper mo rana plant norway
neutral,Finnish stainless steel manufacturer Outokumpu in Degefors is planning to recruit new engineers in order to meet a retirement wave over the next few years .,finnish stainless steel manufactur outokumpu degefor plan recruit new engin order meet retir wave next year
neutral,"Finnish W+Ærtsil+Æ that provides power solutions for the marine and energy markets has opened a Service Centre in Murmansk , in Russia .",finnish wærtsilæ provid power solut marin energi market open servic centr murmansk russia
negative,"In Finland , Sampo Bank , now part of the Danske Bank group , will lay off staff from the administrative and support functions .",finland sampo bank part dansk bank group lay staff administr support function
neutral,"Local government commissioner of +_m+_l , Kurt Svensson , says he will contact the management of Finnish company Componenta to find out if there are any alternatives to the company 's decision to close down its plant in +_m+_l .",local govern commission _m_l kurt svensson say contact manag finnish compani componenta find altern compani decis close plant _m_l
neutral,"Private equity investor CapMan , the owner of Finnish Lumene cosmetics company , is planning to list Lumene .",privat equiti investor capman owner finnish lumen cosmet compani plan list lumen
negative,"Scanfil , a systems supplier and contract manufacturer to the communications sector , will give notice to 20 productional employees , and temporarily lay off 15 employees at the company 's plant in Sievi , in Finland .",scanfil system supplier contract manufactur communic sector give notic product employe temporarili lay employe compani plant sievi finland
negative,"Scanfil , a systems supplier and contract manufacturer to the communications sector , will start personnel negotiations in Oulu , in Finland , to lay off staff temporarily .",scanfil system supplier contract manufactur communic sector start personnel negoti oulu finland lay staff temporarili
neutral,"Swedish engineering consultant firm Etteplan is to establish a unit in town Borl+Ænge , by the turn of the month March-April 2008 .",swedish engin consult firm etteplan establish unit town borlæng turn month marchapril
neutral,"The Finnish investment company Sponda is conducting negotiations to acquire the business center Dukat Palace-2 located in the center of Moscow , from London & Regional Properties .",finnish invest compani sponda conduct negoti acquir busi center dukat palac locat center moscow london region properti
neutral,"According to Finnish FIM Bank , Alpro 's price would be around EUR 100mn-150mn .",accord finnish fim bank alpro price would around eur mnmn
neutral,"According to Heikkil+Æ , more than just `` refreshment and energy '' will soon be found in soft drinks also in Finland .",accord heikkilæ refresh energi soon found soft drink also finland
neutral,"According to HK Ruokatalo , almost all the meat used by the company comes from Finland .",accord hk ruokatalo almost meat use compani come finland
neutral,"According to L+Ænnen Tehtaat 's CEO Matti Karppinen , the company aims to deliver fish products to its customers a day earlier than it currently does .",accord lænnen tehtaat ceo matti karppinen compani aim deliv fish product custom day earlier current
neutral,"According to Olvi , the company is already negotiating new agreements .",accord olvi compani alreadi negoti new agreement
neutral,"According to Saarioinen 's Managing Director Ilkka M+Ækel+Æ , the food industry sector has a significant excess of production machinery .",accord saarioinen manag director ilkka mækelæ food industri sector signific excess product machineri
neutral,According to the announcement of the Helsinki Stock Exchange the share of Sentera shall be delisted from the NM-list of the Helsinki Stock Exchange accordingly .,accord announc helsinki stock exchang share sentera shall delist nmlist helsinki stock exchang accord
neutral,Activities range from the development of natural resources to the retailed marketing of finished products .,activ rang develop natur resourc retail market finish product
neutral,"Additionally , information on business segments , competitors and future outlook are provided .",addit inform busi segment competitor futur outlook provid
negative,"Additionally , the company will terminate a maximum nine salaried and senior salaried employees ' employment contracts .",addit compani termin maximum nine salari senior salari employe employ contract
neutral,"Additionally , the company will use the solutions to automate the preparation of financial statements according to IFRS standard .",addit compani use solut autom prepar financi statement accord ifr standard
neutral,Affecto has participated in the program for the development of the Norwegian pension system since 2007 .,affecto particip program develop norwegian pension system sinc
neutral,"Affecto will provide a new EFI Data Warehouse and reporting solution , behavioural scoring system supporting operational decision processes and Data Migration from old legacy systems to the new EFI system .",affecto provid new efi data warehous report solut behaviour score system support oper decis process data migrat old legaci system new efi system
neutral,AffectoGenimap builds highly customised IT solutions for its customers in Finland and the Baltic countries .,affectogenimap build high customis solut custom finland baltic countri
neutral,After 1 April 2007 Cencorp will not have any own employees in the territory .,april cencorp employe territori
neutral,"After buying Eukor Car Carriers 50 percent stake , Grimaldi Group is now the sole owner of the Swedish roll-on , roll-off port of Wallhamn .",buy eukor car carrier percent stake grimaldi group sole owner swedish rollon rolloff port wallhamn
