label,text,cleaned_text,topic,topic_name
positive,The purpose of this action is to ensure company 's cost effectiveness this year and in the near future .,purpose action ensure company cost effectiveness year near future,-1,Outlier
positive,"This location makes the mall a convenient place to shop for consumers from three large residential areas nearby : Jaroszowka , Wysockiego and Zgody .",location make mall convenient place shop consumer three large residential area nearby jaroszowka wysockiego zgody,4,sq
positive,"Tieto offers Aktia a good foundation and the required support services for implementing the update project , ' says Juha Volotinen , responsible for Aktia 's web services .",tieto offer aktia good foundation required support service implementing update project say juha volotinen responsible aktia web service,105,tietoenator
positive,"We are glad that our long co-operation with SODRA continues '' , comments Stig-Goran Sandberg , Affecto 's Area Manager for Baltic operations .",glad long cooperation sodra continues comment stiggoran sandberg affecto area manager baltic operation,1,our
neutral,"We now have both the opportunity and the responsibility to create a new journalistic culture to serve the readers of Alma Media 's newspapers , `` says Hannu Ollikainen , head of the new Helsinki desk .",opportunity responsibility create new journalistic culture serve reader alma medium newspaper say hannu ollikainen head new helsinki desk,34,alma
positive,"`` Lining stone sales were also good in the early autumn , and order books are strong to the end of the year .",lining stone sale also good early autumn order book strong end year,7,sales
neutral,"`` These patronage refunds reward members that use the fee-based services that make a positive contribution to CenCorp 's operating results , '' said Bill Walby , CenCorp CEO .",patronage refund reward member use feebased service make positive contribution cencorp operating result said bill walby cencorp ceo,-1,Outlier
positive,"`` This vessel order will help Aspo secure the long-term competitiveness of its fleet , both in terms of technology and pricing .",vessel order help aspo secure longterm competitiveness fleet term technology pricing,24,aspo
positive,15 December 2010 - Finnish-German telecoms equipment maker Nokia Siemens Networks said today it won a contract to upgrade the radio network of home-based telecommunications company Elisa Oyj HEL : ELI1V .,NUM december NUM finnishgerman telecom equipment maker nokia siemens network said today contract upgrade radio network homebased telecommunication company elisa oyj hel eli 1v,0,nokia
positive,Finnish KCI Konecranes has been awarded an order for four hot metal ladle cranes by Indian steel producer Bhushan Steel & Strips to be delivered in 2007 .,finnish kci konecranes awarded order four hot metal ladle crane indian steel producer bhushan steel strip delivered NUM,-1,Outlier
positive,Finnish Raute Precision has won large glass batch plant and mortar plant orders from Mexico and the US .,finnish raute precision large glass batch plant mortar plant order mexico u,73,glass
positive,"Vaahto Pulp & Paper , of Finnish Vaahto Group , has been awarded an order to renovate Finnish-Swedish forest industry company Stora Enso 's paperboard machine at the Ingerois Board Mill in Finland .",vaahto pulp paper finnish vaahto group awarded order renovate finnishswedish forest industry company stora enso paperboard machine ingerois board mill finland,-1,Outlier
positive,"Combining the two producers will create a strong EU-based fertilizer industry capable of meeting global competition , they added .",combining two producer create strong eubased fertilizer industry capable meeting global competition added,-1,Outlier
positive,"Finnish IT solutions provider Affecto Oyj said today that it has won a frame contract , valued at some EUR2m , to implement the next phase of its insurance application for South African Mutual & Federal Insurance Company Limited M&F .",finnish solution provider affecto oyj said today frame contract valued CUR 2m implement next phase insurance application south african mutual federal insurance company limited mf,-1,Outlier
positive,HELSINKI AFX - KCI Konecranes said it has won an order for four hot metal ladle cranes from Indian steel producer Bhushan Steel and Strips Ltd. .,helsinki afx kci konecranes said order four hot metal ladle crane indian steel producer bhushan steel strip ltd,51,cargotec
positive,HELSINKI AFX - Outokumpu said its technology unit has won a 28 mln eur contract from Bosnia-Herzegovina 's Aluminij dd Mostar to upgrade an anode plant .,helsinki afx outokumpu said technology unit NUM mln CUR contract bosniaherzegovina aluminij dd mostar upgrade anode plant,-1,Outlier
positive,"HK Ruokatalo now accounts for about 50 % of poultry sales in Finland , and profitability is at a good level .",hk ruokatalo account NUM_PERCENT poultry sale finland profitability good level,12,meat
positive,"However , the bottom-line result improved thanks to positive financial items .",however bottomline result improved thanks positive financial item,7,sales
positive,"Kesko Agro Lietuva , the agricultural machinery and grain trader and another member of the Kesko Group , boosted its sales by 42.9 percent to 13.4 million euros , VAT inclusive .",kesko agro lietuva agricultural machinery grain trader another member kesko group boosted sale NUM percent NUM million euro vat inclusive,97,kesko
positive,"Lee & Man Paper and Metso have a long and prosperous co-operation , a good example of which are the Changshu and Hongmei kraftliner machines delivered earlier .",lee man paper metso long prosperous cooperation good example changshu hongmei kraftliner machine delivered earlier,6,paper
positive,"London 's leading shares today jumped almost 100 points , or 1.7 % , as the market opened .",london leading share today jumped almost NUM point NUM_PERCENT market opened,71,day
positive,Metso said it has won an order worth around 40 mln eur to supply a kraftliner board machine to China 's Lee & Man Paper Co. .,metso said order worth around NUM mln CUR supply kraftliner board machine china lee man paper co,6,paper
positive,"Mika Stahlberg , VP F-Secure Labs , said , `` We are excited and proud that F-Secure has been recognized by AV-Comparatives as the Product of the Year .",mika stahlberg vp fsecure lab said excited proud fsecure recognized avcomparatives product year,30,secure
positive,"The Ministry of Water in Tanzania has awarded Poyry a water and sanitation engineering assignment for the rehabilitation and extension of water supply and sanitation infrastructure in Bukoba and Musoma , situated at Lake Victoria in northern Tanzania .",ministry water tanzania awarded poyry water sanitation engineering assignment rehabilitation extension water supply sanitation infrastructure bukoba musoma situated lake victoria northern tanzania,72,poyry
positive,The policy was also aimed at making the companies more profitable and competitive .,policy also aimed making company profitable competitive,-1,Outlier
positive,"The three year turn-around program is expected to ensure Salomon 's future competitiveness , the company said .",three year turnaround program expected ensure salomon future competitiveness company said,-1,Outlier
positive,"We are very pleased with the fine co-operation between the two countries in recent times , he said .",pleased fine cooperation two country recent time said,1,our
positive,"Finland 's leading metals group Outokumpu said its fourth-quarter net profit more than tripled on the back of strong global demand for stainless steel , soaring base metal prices and proceeds from the sale of its technology unit .",finland leading metal group outokumpu said fourthquarter net profit tripled back strong global demand stainless steel soaring base metal price proceeds sale technology unit,41,mln
neutral,"Neste Oil Corporation is a refining and marketing company concentrating on clean , high-quality traffic fuels .",neste oil corporation refining marketing company concentrating clean highquality traffic fuel,36,oil
neutral,"Aug. 31 , 2009 (Gawker Media delivered by Newstex)-- If you love fishing video games but felt that there just was n't enough wackiness involved , then Activision 's (NASDAQ : ATVI) Rapala : We Fish might just catch your eye with its family-fun hook .",aug NUM NUM gawker medium delivered newstex love fishing video game felt nt enough wackiness involved activision nasdaq atvi rapala fish might catch eye familyfun hook,77,rapala
neutral,"The company has the poser , who wants to impress people with the latest handset .",company poser want impress people latest handset,0,nokia
positive,"`` We are delighted to announce our support for Intel based handheld platforms , the capabilities of which have made our development easier and faster .",delighted announce support intel based handheld platform capability made development easier faster,0,nokia
positive,"According to Bosse , the present cooperation is beneficial to all parties , however .",according bosse present cooperation beneficial party however,1,our
positive,`` We are proud to contribute to the creation of a world-class airport facility with KONE 's innovative People Flow TM solutions .,proud contribute creation worldclass airport facility kone innovative people flow tm solution,-1,Outlier
negative,Finnish insurance company Fennia and Kesko Group are ending their loyal customer cooperation .,finnish insurance company fennia kesko group ending loyal customer cooperation,-1,Outlier
neutral,According to an  posted by the World Intellectual Property Organization : `` The present invention relates to hydrocarbons and particularly to the manufacture of hydrocarbon components suitable as aviation fuels or jet fuels and as blending stocks for aviation fuels .,according posted world intellectual property organization present invention relates hydrocarbon particularly manufacture hydrocarbon component suitable aviation fuel jet fuel blending stock aviation fuel,61,patent
neutral,And that 's exactly what happened on a recent weekday when an East Haven baker was brought in to remind residents about the Easter tradition of making wheat and rice pies .,exactly happened recent weekday east baker brought remind resident easter tradition making wheat rice pie,-1,Outlier
neutral,Any investment or investment activity to which this communication relates is only available to relevant persons and will be engaged in only with relevant persons .,investment investment activity communication relates available relevant person engaged relevant person,-1,Outlier
positive,"Efore 's presence here also opens up new and interesting development opportunities for our students , '' the dean of the Faculty of Electronics , Communications and Automation at TKK said .",efore presence also open new interesting development opportunity student dean faculty electronics communication automation tkk said,-1,Outlier
neutral,"Fortum needs a clear signal of commitment from the Government that the permit is available before the company will start the next round , Kuula says .",fortum need clear signal commitment government permit available company start next round kuula say,40,fortum
neutral,It helps our stakeholders get a better understanding of our operations and the challenges in stainless steel business .,help stakeholder get better understanding operation challenge stainless steel business,1,our
neutral,"Mr. Mika Korpinen , APAC Vice President for Comptel concludes : `` Comptel is once again demonstrating the importance of providing reliable delivery and enabling time-to-market .",mr mika korpinen apac vice president comptel concludes comptel demonstrating importance providing reliable delivery enabling timetomarket,14,aldata
neutral,"Music is provided by all major international and regional labels including Universal Music Group , Sony Music Entertainment , Warner Music , EMI Music , Rotana , Mazzika , Melody Music , Platinum Records , and leading content aggregator The Orchard , as well as thousands of independent labels .",music provided major international regional label including universal music group sony music entertainment warner music emi music rotana mazzika melody music platinum record leading content aggregator orchard well thousand independent label,1,our
neutral,Nordea Bank has a large share and vast experience in the Nordic credit card market .,nordea bank large share vast experience nordic credit card market,59,nordea
neutral,"One can even receive on the spot alerts as soon as jobs are posted , putting you at the front of the queue for opportunities .",one even receive spot alert soon job posted putting front queue opportunity,1,our
positive,One of my colleagues summed up the E7 quite aptly when he remarked : `` Fantastic hardware .,one colleague summed e NUM quite aptly remarked fantastic hardware,0,nokia
neutral,"Strong brand visibility nationally and regionally is of primary importance in home sales , vehicle and consumer advertising .",strong brand visibility nationally regionally primary importance home sale vehicle consumer advertising,1,our
positive,Swiss franc surged to record 1.42 euros after it reported sharpest gain in manufacturing in March .,swiss franc surged record NUM euro reported sharpest gain manufacturing march,13,million
neutral,Technopolis said before the protocol was signed that the techno-park would be built at a site covering more than six hectares in the Neudorf special economic zone and that it planned to invest 200 million euros in the project until 2009 inclusive .,technopolis said protocol signed technopark would built site covering six hectare neudorf special economic zone planned invest NUM million euro project NUM inclusive,4,sq
neutral,"The add-on order contains , among others , control valves and instrumentation as well as complete mill engineering and electrification with Metso drive controls .",addon order contains among others control valve instrumentation well complete mill engineering electrification metso drive control,55,includes
positive,"The CL51 is designed to measure cloud base height and vertical visibility in all weather conditions , which makes it an ideal instrument for meteorological applications that rely on reliable cloud height detection .",cl NUM designed measure cloud base height vertical visibility weather condition make ideal instrument meteorological application rely reliable cloud height detection,27,vaisala
neutral,"The company 's objective is to offer the best people flow experience by developing and delivering solutions that enable people to move smoothly , safely , comfortably and without waiting in buildings in an increasingly urbanizing environment .",company objective offer best people flow experience developing delivering solution enable people move smoothly safely comfortably without waiting building increasingly urbanizing environment,1,our
neutral,The indexes include the top companies that are committed to sustainable development .,index include top company committed sustainable development,1,our
neutral,"The paper industry 's de-inking sludge , which is produced in mills that use recycled fiber when printing ink is removed from recovered paper , is also a suitable raw material .",paper industry deinking sludge produced mill use recycled fiber printing ink removed recovered paper also suitable raw material,6,paper
neutral,The repurchase of the bonds was executed in the open market in accordance with section 7 f of the terms and conditions of the Convertible Bonds .,repurchase bond executed open market accordance section NUM f term condition convertible bond,-1,Outlier
neutral,"Tip of the week Panfish like bluegills are great fun to catch , especially for children new to fishing .",tip week panfish like bluegill great fun catch especially child new fishing,77,rapala
neutral,"With Aldata , we can help retailers ensure that their merchandising and selections reflect customer demand and their evolving shopping behavior . ''",aldata help retailer ensure merchandising selection reflect customer demand evolving shopping behavior,14,aldata
positive,- I am pleased that Bjorn Wahlroos has accepted the nomination .,pleased bjorn wahlroos accepted nomination,1,our
neutral,"`` Korean consumers are tech-savvy and leading the pack in terms of design , '' Gill Hyun-chang , president of Motorola Korea Inc. , told Dow Jones Newswires in an interview .",korean consumer techsavvy leading pack term design gill hyunchang president motorola korea inc told dow jones newswires interview,0,nokia
positive,"`` QPR 8 integrated management system is the fastest , easiest and most efficient way for organizations all around the world to take control of their human-centric business processes .",qpr NUM integrated management system fastest easiest efficient way organization around world take control humancentric business process,-1,Outlier
positive,"`` We are delighted to welcome Elisa to our Board of Directors , '' said Garry McGuire , CEO of RMG Networks .",delighted welcome elisa board director said garry mcguire ceo rmg network,76,elisa
neutral,`` We want to serve K-citymarket customers by offering them interesting and topical selections .,want serve kcitymarket customer offering interesting topical selection,1,our
neutral,Finnish food industry companies are interested in the opportunities provided by Ukraine .,finnish food industry company interested opportunity provided ukraine,12,meat
neutral,"Finnish newspaper publisher Sanoma , of media group SanomaWSOY , is merging its free sheets Uutislehti 100 and Metro as of mid-September 2008 to form a new free sheet to be named Metro .",finnish newspaper publisher sanoma medium group sanomawsoy merging free sheet uutislehti NUM metro midseptember NUM form new free sheet named metro,110,sanoma
neutral,Finnish Raute Precision that supplies weighing and dosing systems and plants is changing its name to Lahti Precision .,finnish raute precision supply weighing dosing system plant changing name lahti precision,-1,Outlier
neutral,"Finnish Suominen Corporation that makes wipes , nonwovens , and flexible packaging , has a plant near Warsaw , in Poland , that makes flexible packaging .",finnish suominen corporation make wipe nonwovens flexible packaging plant near warsaw poland make flexible packaging,69,suominen
positive,The representative body of Swedish Meats approved an improved offer from Finnish HK Ruokatalo to acquire the company .,representative body swedish meat approved improved offer finnish hk ruokatalo acquire company,12,meat
neutral,"According to Mark White , Locatrix Communications ' CEO , the company 's web services interface allows device owners , friends , and family to track and locate TWIG users via any web browser .",according mark white locatrix communication ceo company web service interface allows device owner friend family track locate twig user via web browser,28,benefon
neutral,Active shipping is essential for Finland .,active shipping essential finland,-1,Outlier
positive,After the renovation the biggest moulding line in the Orhangazi foundry is the most modern line in Europe .,renovation biggest moulding line orhangazi foundry modern line europe,88,veneer
neutral,Basic banking activities continued as normal .,basic banking activity continued normal,-1,Outlier
neutral,"cents Scout for potential acquisition targets , with detailed insight into the companies financial and operational performance .",cent scout potential acquisition target detailed insight company financial operational performance,1,our
neutral,"Chic and cheerful , Finnish design house Marimekko has been sending its geometric textiles out into the world for the past 60 years .",chic cheerful finnish design house marimekko sending geometric textile world past NUM year,8,fiskars
neutral,"Community gardening has become a popular activity , especially to raise vegetables .",community gardening become popular activity especially raise vegetable,-1,Outlier
neutral,"CompaniesandMarkets.com provides a wide range of research reports , industry statistics and competitive intelligence on the industrial sector .",companiesandmarketscom provides wide range research report industry statistic competitive intelligence industrial sector,1,our
positive,"Finland 's Neste Oil has been awarded the Chemical Industry Federation of Finland 's Innovation Award for its NExBTL technology , which enables biodiesel to be produced from vegetable oil and animal fat .",finland neste oil awarded chemical industry federation finland innovation award nexbtl technology enables biodiesel produced vegetable oil animal fat,36,oil
positive,Finnish electronics manufacturer PKC Group Oyj ( OMX Helsinki : PKC1V ) said on Wednesday ( 31 December ) that it has completed the acquisition of MAN Nutzfahrzeuge AG 's cable harness business from MAN Star Trucks & Buses Spolka zoo in Poland .,finnish electronics manufacturer pkc group oyj omx helsinki pkc 1v said wednesday NUM december completed acquisition man nutzfahrzeuge ag cable harness business man star truck bus spolka zoo poland,-1,Outlier
neutral,Forest certification is a voluntary system aimed at promoting sustainable forest management in commercial forests .,forest certification voluntary system aimed promoting sustainable forest management commercial forest,-1,Outlier
neutral,"France T+_l+_com spent more time studying TeliaSonera than other potential takeover targets because it has a shareholder that wants to sell , Pellissier said .",france t_l_com spent time studying teliasonera potential takeover target shareholder want sell pellissier said,67,teliasonera
neutral,F-Secure Online Backup automatically protects all the content stored on a computer or smartphone by making a copy of the content to an online location .,fsecure online backup automatically protects content stored computer smartphone making copy content online location,30,secure
neutral,He said things will be different when new Finnish nuclear power stations go into operation and the large hydro powered stations of northern Europe have a good year .,said thing different new finnish nuclear power station go operation large hydro powered station northern europe good year,40,fortum
positive,"Higher bit rates for outgoing traffic improves the end-user experience of mobile broadband services such as video conferencing , file sharing and sending e-mails with attachments .",higher bit rate outgoing traffic improves enduser experience mobile broadband service video conferencing file sharing sending email attachment,0,nokia
neutral,Honkarakenne Oyj - a world-leading manufacturer of genuine wooden homes - will be sponsoring Finnish crosscountry skier Virpi Kuitunen for the next three years .,honkarakenne oyj worldleading manufacturer genuine wooden home sponsoring finnish crosscountry skier virpi kuitunen next three year,-1,Outlier
positive,"I am looking forward to contribute to SRV 's success with my competence '' , says Taneli Hassinen .",looking forward contribute srv success competence say taneli hassinen,1,our
neutral,In his turn Fradkov said Russia is interested in adopting Finnish experience in forming technology parks in the framework of implementing the law on special economic zone .,turn fradkov said russia interested adopting finnish experience forming technology park framework implementing law special economic zone,4,sq
positive,"It combines a perfect price performance with sophisticated management facilities , the company said .",combine perfect price performance sophisticated management facility company said,1,our
positive,"It provides customers with industry-leading elevators , escalators and innovative solutions for maintenance and modernization .",provides customer industryleading elevator escalator innovative solution maintenance modernization,1,our
neutral,It said Comptel delivers reliable provisioning and activation solutions which improve fulfilment processes for operators .,said comptel delivers reliable provisioning activation solution improve fulfilment process operator,14,aldata
positive,"Kemira Coatings is the leading supplier of paints in Northern and Eastern Europe , providing consumers and professionals with branded products in approx .",kemira coating leading supplier paint northern eastern europe providing consumer professional branded product approx,104,kemira
neutral,L&T has also made a commitment to redeem the remaining shares by the end of 2011 .,lt also made commitment redeem remaining share end NUM,-1,Outlier
neutral,Proline Plus is a mechanical liquid handling device with a robust design suitable for all types of applications .,proline plus mechanical liquid handling device robust design suitable type application,47,biohit
neutral,"Nokia said that its next generation mobile gaming platform makes it easy for people to find , buy , play and share rich and immersive games on a range of Nokia devices .",nokia said next generation mobile gaming platform make easy people find buy play share rich immersive game range nokia device,0,nokia
neutral,"Of Bavelloni 's and NST 's joint ventures , Bavelloni Tools , completes semiproducts that are produced in Italy into high-quality tools that will be sold under the DiaPol brand .",bavelloni nst joint venture bavelloni tool completes semiproducts produced italy highquality tool sold diapol brand,73,glass
neutral,Panostaja is a financially secure Finnish multi-field corporation that creates healthy companies and company entities .,panostaja financially secure finnish multifield corporation creates healthy company company entity,91,panostaja
positive,Poyry has a good track record of major transportation projects in Latin America .,poyry good track record major transportation project latin america,72,poyry
neutral,Shareholders have a right to put on the agenda of the AGM items that are within the competence of the general meeting .,shareholder right put agenda agm item within competence general meeting,90,directors
neutral,"So far the company has awarded more than $ 350,000 worth of tools and materials .",far company awarded CUR NUM worth tool material,-1,Outlier
neutral,"Supported Nokia phones include : N96 , N95-8GB , N95 , N93-N931 , N92 , N85 , N82 , N81 , N80 , N79 , N78 , N77 , N76 , N75 , N73 , N72 , N71 , E90 , E71 , E70 , E66 , E65 , E62 , E61-E61i , E60 , E51 , E50 , Touch Xpress 5800 , 6220 Classic , 6210 Navigator , 6120 Classic , 6110 Navigator , 5700 , 5500 , 5320XM .",supported nokia phone include n NUM n NUM NUMgb n NUM n NUMn NUM n NUM n NUM n NUM n NUM n NUM n NUM n NUM n NUM n NUM n NUM n NUM n NUM n NUM e NUM e NUM e NUM e NUM e NUM e NUM e NUMe 61i e NUM e NUM e NUM touch xpress NUM NUM classic NUM navigator NUM classic NUM navigator NUM NUM 5320xm,0,nokia
positive,"The Basware Connectivity services allow companies to handle purchase to pay processes online and make their internal processes more efficient , '' said CEO Ilkka Sihvo , Basware Corporation .",basware connectivity service allow company handle purchase pay process online make internal process efficient said ceo ilkka sihvo basware corporation,29,basware
neutral,The company 's main shareholders Lihakunta and Itikka Osuuskunta have both made a commitment to acquire shares worth EUR 20mn .,company main shareholder lihakunta itikka osuuskunta made commitment acquire share worth CUR 20mn,-1,Outlier
neutral,The Engines in Asia-Pacific industry profile is an essential resource for top-level data and analysis covering the engines industry .,engine asiapacific industry profile essential resource toplevel data analysis covering engine industry,1,our
positive,"The iTunes-based material will be accessible on Windows-based or Macintosh computers and transferable to portable devices , including Apple 's iPods .",itunesbased material accessible windowsbased macintosh computer transferable portable device including apple ipod,0,nokia
neutral,"The machine will have an annual production capacity of 200,000 tonnes of super-calendered magazine paper and other paper grades based on recovered fiber , Stora Enso said .",machine annual production capacity NUM tonne supercalendered magazine paper paper grade based recovered fiber stora enso said,6,paper
neutral,The Moscow Metro ( www.mosmetro.ru ) was the first metro system in Europe to implement smart cards together with a new type of magnetic card in 1998 .,moscow metro wwwmosmetroru first metro system europe implement smart card together new type magnetic card NUM,-1,Outlier
neutral,The StoneGate product is centrally manageable and suited for both physical and virtual environments .,stonegate product centrally manageable suited physical virtual environment,-1,Outlier
neutral,"The total scholarship amount was 40,000 euros and the recipients were chosen on the recommendation of fine arts universities and sports associations .",total scholarship amount NUM euro recipient chosen recommendation fine art university sport association,15,value
neutral,The tower 's engineers have created an 18 degree westward lean - four times the inclination on the Leaning Tower of Pisa - using diagrid structures that are aligned geometrically using Tekla Structures BIM ( Building Information Modeling ) software .,tower engineer created NUM degree westward lean four time inclination leaning tower pisa using diagrid structure aligned geometrically using tekla structure bim building information modeling software,78,tekla
neutral,The winners included the Honda Odyssey for minivan and the Nissan Armada for large SUV .,winner included honda odyssey minivan nissan armada large suv,75,altima
neutral,"These companies own a 20,000 sq. m. office and commercial building and substantial amount of building right for a new shopping center in Liljeholmen , Stockholm .",company NUM sq office commercial building substantial amount building right new shopping center liljeholmen stockholm,4,sq
positive,This bold spinning 360 red fabric design is set beautifully on Ercols Napoli sofa .,bold spinning NUM red fabric design set beautifully ercols napoli sofa,8,fiskars
positive,TomTom has given assurances that it will continue to sell maps to competitors if it wins EU approval .,tomtom given assurance continue sell map competitor win eu approval,28,benefon
neutral,We are also pleased to welcome the new employees to Tieto . ',also pleased welcome new employee tieto,1,our
positive,"We are very excited working with Maxis on this first commercial deployment of ` Master of Maya ' , said Joe Doering , Head of the Asia South region at Nokia Siemens Networks .",excited working maxi first commercial deployment master maya said joe doering head asia south region nokia siemens network,0,nokia
neutral,We do hope that this will in the future turn out to be a novel method for the prevention of alcohol and tobacco smoking associated oral cancers .,hope future turn novel method prevention alcohol tobacco smoking associated oral cancer,-1,Outlier
neutral,"While I cant understand what theyre saying , its impressive to watch him hit that ball at those speeds .",cant understand theyre saying impressive watch hit ball speed,1,our
positive,"`` It gives us a sense of pride and exposure , '' said Bruce Hansen , the SVH sales representative for Wolverine .",give u sense pride exposure said bruce hansen svh sale representative wolverine,1,our
positive,"`` Nokia 's Calling All Innovators Africa competition has been specifically launched to enable developers to create locally relevant , best-of-breed mobile applications . ''",nokia calling innovator africa competition specifically launched enable developer create locally relevant bestofbreed mobile application,0,nokia
positive,"`` P&O Ferries now has a very efficient and powerful vessel for its Dover to Calais route , '' head of the shipbuilder 's Rauma yard , Timo Suistio , said .",po ferry efficient powerful vessel dover calais route head shipbuilder rauma yard timo suistio said,42,viking
neutral,`` People who enjoy mobile games are often the same customers who enjoy experimenting with new mobile services and content .,people enjoy mobile game often customer enjoy experimenting new mobile service content,0,nokia
neutral,`` Russia is ready to participate in an open tender for Lattelecom 's privatization .,russia ready participate open tender lattelecom privatization,108,russia
neutral,"`` Subscribers can browse free numbers with their handset , and select the numbers , packages and services they prefer when activating the phone .",subscriber browse free number handset select number package service prefer activating phone,0,nokia
positive,"`` We are happy to be working with Rapala to encourage boaters and anglers to introduce newcomers to the sport , '' said RBFF President & CEO Frank Peterson .",happy working rapala encourage boater angler introduce newcomer sport said rbff president ceo frank peterson,77,rapala
positive,`` We are pleased to welcome Tapeks Noma into Cramo group .,pleased welcome tapeks noma cramo group,1,our
neutral,"An  of the invention , released by the Patent Office , said : `` A non-coherent search matrix is formed of said correlation function matrix .",invention released patent office said noncoherent search matrix formed said correlation function matrix,61,patent
neutral,"As with other stakeholders , COMPTEL has been involved in the workshops , meetings and filed comments on the issues of greatest importance to the competitive sector of our industry .",stakeholder comptel involved workshop meeting filed comment issue greatest importance competitive sector industry,14,aldata
neutral,"ASPO Plc STOCK EXCHANGE BULLETIN October 24 , 2006 at 2:00 p.m. Aspo Systems Division has completed the statutory negotiations , as required under the Act on Co-Operation Within Undertakings , conducted as part of the action plan launched in August .",aspo plc stock exchange bulletin october NUM NUM NUMNUM pm aspo system division completed statutory negotiation required act cooperation within undertaking conducted part action plan launched august,24,aspo
neutral,Being successful requires providing a level of quality that satisfies our customers and partners .,successful requires providing level quality satisfies customer partner,1,our
neutral,Both companies will keep their commercial independence and continue to market their traditional products individually .,company keep commercial independence continue market traditional product individually,1,our
positive,CDLI highlights the companies that provided the most comprehensive response to the Carbon Disclosure Project CDP information request .,cdli highlight company provided comprehensive response carbon disclosure project cdp information request,-1,Outlier
neutral,City CU Welcomes DART Members DALLAS-City CU welcomes the members of DART FCU as they merge with City CU .,city cu welcome dart member dallascity cu welcome member dart fcu merge city cu,-1,Outlier
neutral,"City24 users can search for homes and properties in all areas where City24 is active , even outside their own country .",city NUM user search home property area city NUM active even outside country,28,benefon
neutral,"Enclosed is Affecto 's call for Extraordinary General Meeting to be held on July 10th where the main agenda is to approve the authorization to the Board for the proposed share issue related to the Component Software acquisition , and to elect Haakon Skaarer to the Affecto board .",enclosed affecto call extraordinary general meeting held july 10th main agenda approve authorization board proposed share issue related component software acquisition elect haakon skaarer affecto board,-1,Outlier
neutral,Europe however remains an important and strong market for us .,europe however remains important strong market u,89,germany
neutral,"Founded in 1994 , the company uses a six-step , time-focused , collaborative project approach to improve financial institutions ' revenue streams .",founded NUM company us sixstep timefocused collaborative project approach improve financial institution revenue stream,-1,Outlier
neutral,Homeowners across North America have green experiences to share from cost savings to clean and eco-friendly heating .,homeowner across north america green experience share cost saving clean ecofriendly heating,-1,Outlier
neutral,"It includes the company 's new , highly powerful , compact and scalable Flexi Multiradio 10 Base Station .",includes company new highly powerful compact scalable flexi multiradio NUM base station,-1,Outlier
neutral,"It is profitable to make pulp , paper , and sawn goods in areas where the combination of these factors is good .",profitable make pulp paper sawn good area combination factor good,6,paper
neutral,Kesko www.kesko.fi is a Finnish retail specialist whose stores offer quality to the daily lives of consumers through valued products and services at competitive prices .,kesko wwwkeskofi finnish retail specialist whose store offer quality daily life consumer valued product service competitive price,97,kesko
neutral,"LIGHTS OUT Before curfew , curl up with the latest bestseller and treat your eyes to the perfect reading light from Luceplan .",light curfew curl latest bestseller treat eye perfect reading light luceplan,-1,Outlier
positive,"Luxembourg-registered investment fund Amber Trust II has won the final approval of Lithuania 's Competition Council to acquire 29.6 percent of Sanitas , the country 's largest pharmaceutical producer .",luxembourgregistered investment fund amber trust ii final approval lithuania competition council acquire NUM percent sanitas country largest pharmaceutical producer,-1,Outlier
neutral,Nokia said the outcome was a `` fair and responsible social plan . '',nokia said outcome fair responsible social plan,0,nokia
neutral,"Nurminen Logistics provides high-quality logistics services , such as railway transports , terminal services , forwarding , special and heavy transports and medical transports .",nurminen logistics provides highquality logistics service railway transport terminal service forwarding special heavy transport medical transport,-1,Outlier
neutral,"Panostaja treats its negotiating partners , such as entrepreneurs selling their life s work and newcomer entrepreneurs seeking a career , fairly , justly and according to the law .",panostaja treat negotiating partner entrepreneur selling life work newcomer entrepreneur seeking career fairly justly according law,91,panostaja
neutral,"Patrick Jeambar will also continue being responsible for Innovation and Health , safety and environment HSEA functions of Ahlstrom Corporation .",patrick jeambar also continue responsible innovation health safety environment hsea function ahlstrom corporation,70,ahlstrom
neutral,"s NASDAQ OMX : GEO1V , GyPSii business unit , developers of the award-winning GyPSii mobile social networking application , today announced its availability as a free download via the Samsung Mobile Applications Store .",nasdaq omx geo 1v gypsii business unit developer awardwinning gypsii mobile social networking application today announced availability free download via samsung mobile application store,28,benefon
neutral,"Sami Sepp+Ænen , CEO for Elisa Eesti , says the novel network allows fast mobile broadband for sparsely populated areas .",sami seppænen ceo elisa eesti say novel network allows fast mobile broadband sparsely populated area,76,elisa
neutral,Sanoma Corporation wants a new and better frequency for the Helsinki metropolitan area .,sanoma corporation want new better frequency helsinki metropolitan area,-1,Outlier
neutral,"Sanoma Learning & Literature , offering print and digital learning materials , is present in eleven countries .",sanoma learning literature offering print digital learning material present eleven country,110,sanoma
positive,"The adapter , awarded with the `` Certified Integration for SAP - ; NetWeaver '' endorsement , integrates Basware s invoice automation and procurement solutions with more than 200 different ERP systems .",adapter awarded certified integration sap netweaver endorsement integrates basware invoice automation procurement solution NUM different erp system,29,basware
positive,The Commission is to be applauded for applying a fact-based and data-driven approach and for providing clarity for future petitions .,commission applauded applying factbased datadriven approach providing clarity future petition,-1,Outlier
positive,"The company , which celebrates its fiftieth anniversary next year , has been exporting distinctive detached homes to Central Europe for several decades .",company celebrates fiftieth anniversary next year exporting distinctive detached home central europe several decade,89,germany
